,0
12947,"dyingWhere else to sit? Tried to walk back to my hut, hurt too much. Then I remembered they burned my hut down."
12948,"sandorWho were ""they""?"
12949,dyingI stopped asking a while ago.
12950,sandorThat's not gonna get better.
12951,dyingDoesn't seem so.
12952,sandorA bad way to go. Haven't you had enough?
12953,dyingOf what? I know. Time to go. Take matters into my own hands. The thought has occurred to me.
12954,aryaSo why go on?
12955,dyingHabit.
12956,aryaNothing could be worse than this.
12957,dyingMaybe nothing is worse than this.
12958,aryaNothing isn't better or worse than anything. Nothing is just nothing.
12959,dyingWho are you?
12960,aryaMy name is Arya. Arya Stark.
12961,dyingYou her father?
12962,sandorHer captor. Bringing her to her aunt for ransom.
12963,"dyingA fair exchange, that is. Always held to the notion of fair exchange in all my dealings. You give me, I give you. Fair. A balance. No balance anymore. Could I have a drink? Dying is thirsty work."
12964,dyingWish it were wine.
12965,sandorSo do I.
12966,sandorThat's where the heart is. That's how you kill a man.
12967,sandorThe fuck you doing?
12968,rorgeThere's a price on your head.
12969,sandorGuess that's what the king does when you tell him to fuck off.
12970,rorgeThe king's dead. He drank poisoned wine at his own wedding. The bounty on you is for killing Lannister soldiers. 100 silver stags.
12971,"sandorAnd you thought you were going to collect it? Didn't think very hard, did you?"
12972,aryaYou were Yoren's prisoners when he was taking me to the Wall. He told me he'd fuck me bloody with a stick.
12973,sandorThis day's really not working out the way you planned. He on your little list?
12974,aryaHe can't be. I don't know his name.
12975,sandorWhat's your name?
12976,rorgeRorge.
12977,aryaThank you.
12978,sandorYou're learning.
12979,manRangers returning!
12980,manThey return!
12981,jonGreetings.
12982,manDidn't think I'd see you again.
12983,"samAll right, Jon?"
12984,"manWelcome back, brother."
12985,alliserLord Snow.
12986,alliserThis is no place for wild beasts. Lock him away or I'll let Hobb throw him in tonight's stew.
12987,"jonCome on, Ghost."
12988,jonMance's army was closing in on Craster's Keep when we left. We saw their campfires from Osric's Hill. They'll reach the Wall before the next full moon.
12989,"janosI'm surprised you didn't ride over and say hello. The King-beyond-the-Wall is your old friend, isn't he?"
12990,jonWe need to prepare.
12991,alliserWe've been preparing.
12992,jonWe should seal the tunnel. Plug it with rocks and ice. Flood it and let it freeze.
12993,alliserAnd how would we range north?
12994,jonWe wouldn't.
12995,"alliserCoward. You would cut off our legs, pluck out our eyes, leave us cowering behind the Wall hoping for the storm to pass?"
12996,grennWe can't defend the gate against a hundred thousand men.
12997,"alliserThis castle has stood for thousands of years. The Night's Watch has defended her for thousands of years. And in all those centuries, we have never sealed the tunnel."
12998,"jonHave you ever seen a giant, Ser Alliser? I have."
12999,alliserThe bars on those gates are four inches thick. Cold-rolled steel.
13000,jonThey won't stop them.
13001,"alliserRemind me which order you belong to, Lord Snow."
13002,jonThe stewards.
13003,alliserAre the stewards responsible for maintaining the tunnel?
13004,jonNo.
13005,alliserWho would that be?
13006,jonThe builders.
13007,"alliserAh, the builders. First Builder Yarwyck, Lord Snow here recommends sealing the tunnel, leaving us unable to carry out our duties as sworn brothers of the Night's Watch. Do you agree with him?"
13008,yarwickNo.
13009,"alliserGiven your deep knowledge of the Wildling army, Lord Snow, you and Tarly will take night duties atop the Wall until the full moon."
13010,"alliserMoving on. First Builder, we'll need a hundred barrels of pitch brought atop the wall."
13011,yarwickAye.
13012,bronnMy lord.
13013,tyrionYou have new clothes.
13014,bronnDo you like 'em? Eh? Gloves are doeskin. Softer than a virgin's thighs.
13015,tyrionI sent for you days ago.
13016,bronnI've been a bit busy.
13017,tyrionDoing what?
13018,bronnMy lonesome bachelor days are over. I'm to wed Lollys Stokeworth.
13019,tyrionLollys Stokeworth? She doesn't strike me as your sort of girl.
13020,bronnI wouldn't say I had a single sort of girl.
13021,tyrionShe's dim-witted.
13022,"bronnIf I wanted wits, I'd marry you."
13023,"tyrionWhen my sister arranged this love match, did she mention that Lollys has an older sister?"
13024,"bronnFalyse. Aye, I did know about the older sister."
13025,tyrionAnd you understand the rules of inheritance?
13026,bronnFalyse is forty and barren.
13027,tyrionShe still gets Castle Stokeworth when her father dies.
13028,bronnShe does. Unless she happens to perish before her father. Then Lollys gets the castle.
13029,bronnWhat? Ladies fall from their horses and snap their pretty necks all the time.
13030,tyrionYou and my sister deserve each other. Why did you bother to come here?
13031,"bronnYou once said if anyone ever asked me to sell you out, you'd double their price."
13032,tyrionIs it two wives you want or two castles?
13033,"bronnOne of each will do. But if you want me to kill the Mountain for you, it'd better be a damn big castle."
13034,tyrionI'm a bit short on castles at the moment. But I can offer you gold and gratitude.
13035,bronnI have gold. What can I buy with gratitude?
13036,tyrionYou might be surprised. A Lannister always pays his debts.
13037,"bronnYour sister's a Lannister, too."
13038,"tyrionMy wife is heir to Winterfell. If I emerge from this with my head still on my shoulders, I may one day rule the North in her name. I could carve you out a big piece of it."
13039,"bronnIf and may and could. It's bloody cold up north. Lollys is soft and warm. And close. If I gave you the choice between fucking Lollys and fighting the Mountain, you'd have your britches down and your cock out before I could blink."
13040,tyrionDoes he frighten you so much?
13041,"bronnI'd be a bloody fool if he didn't frighten me. He's freakish big and freakish strong. And quicker than you'd expect for a man of that size. Maybe I could take him, dance around until he's so tired of hacking at me, he dropped his sword, get him off his feet somehow. But one misstep... and I'm dead. Why should I risk it?"
13042,tyrionBecause you're my friend.
13043,"bronnAye, I'm your friend. And when have you ever risked your life for me?"
13044,"bronnI like you, pampered little shit that you are. I just like myself more."
13045,tyrionI understand.
13046,bronnI'm sorry it has to be this way.
13047,tyrionWhy are you sorry? Because you're an evil bastard with no conscience and no heart? That's what I liked about you in the first place.
13048,bronnWe had some good days together.
13049,"tyrionYes, we did."
13050,bronnWhat will you do?
13051,tyrionI suppose I'll have to kill the Mountain myself. Won't that make for a great song?
13052,bronnI hope to hear them sing it one day.
13053,"daenerysHow did you get in here? Your door is well guarded,"
13054,daarioBut your window is not.
13055,daarioI swam to an island a mile offshore for these.
13056,daenerysDon't do that again.
13057,daarioNever met a woman who didn't like wildflowers.
13058,"daenerysThese are my private quarters. If I want you here, I will summon you."
13059,"daarioForgive me, my queen. I live to serve you."
13060,daenerysTell me why you're here.
13061,"daarioI came to ask a favor. I only have two talents in this world- war and women. You are staying here in Meereen to rule. That is a wise decision. I respect it. But here in Meereen, I cannot pursue my talents."
13062,daenerysI've ordered the Second Sons to patrol the streets to stop the revenge killing.
13063,daarioYou've ordered us to be night watchmen.
13064,"daenerysAnd as for women, there are thousands in Meereen you can pursue."
13065,"daarioThere is only one, and she does not want me."
13066,daenerysYou swore me your sword.
13067,daarioMy sword is yours till the day I die.
13068,daenerysSo if I command you to stay in Meereen and patrol the streets?
13069,daarioI'll stay in Meereen and patrol the streets. Send me to kill your enemies. Any enemy anywhere. Let me do what I do best.
13070,daenerysVery well.
13071,daenerysDo what you do best.
13072,daenerysTake off your clothes.
13073,selyseOh.
13074,"melisandreCome in, my queen. Please."
13075,"selyseI didn't mean to disturb you, my lady."
13076,melisandreYou could never disturb me.
13077,selyseI just wanted to speak with you before we left.
13078,melisandreCould you bring me that vial over there? The blue one.
13079,"melisandreNo, no, no. Not that one. You don't even want to touch that one. Next to it. That's the one."
13080,"melisandreWhen I looked into the flames this morning, the Lord spoke to me. He said, ""Tonight, you will have your last good bath in a long while. Make it count."" A joke. Not a very good one, I'm afraid."
13081,selyseIt was. I- humor isn't my strength.
13082,melisandreThat's because most jokes are lies and you're devoted to the truth.
13083,"selyseIf they're lies, my lady, aren't they best avoided?"
13084,melisandreNot always.
13085,"melisandreMost of these powders and potions are lies. Deceptions to make men think they witnessed our Lordo s power. Once they step into his light, they will see the lie for what it was-- a trick that lead them to the truth. A pinch of this powder in a bonfire will send a flaming column screaming towards the sky. And this one creates a black smoke that will make the bravest man piss himself with fear. And a drop of this in any man's wine will drive him wild with lust."
13086,selyseDid you use it with Stannis?
13087,melisandreNo. Don't be upset. Men never crave what they already have.
13088,melisandreIt's only flesh. It needs what it needs.
13089,"selyseNo act done in service of the Lord can ever be called a sin. I thank God every day for bringing you to us. And Stannis to you. He wants to bring Shireen with us. I think that would be ill-advised. My daughter has heretical tendencies, as you're well aware. I don't know if her doubt is real or simply meant to spite me, but whichever the case, she should stay home."
